date,daily_confirmed,total_confirmed,daily_deceased,total_deceased,daily_recovered,total_recovered,daily_tested,total_tested,daily_vaccinated1,total_vaccinated1,daily_vaccinated2,total_vaccinated2
5/30/2020,7994,176816,205,5183,4303,86934,148346,4106659,0,0,0,0
5/31/2020,8341,185157,222,5405,4928,91862,144766,4251425,0,0,0,0
6/1/2020,7585,192742,201,5606,3882,95744,122893,4374318,0,0,0,0
6/2/2020,8028,200770,222,5828,4531,100275,152454,4526772,0,0,0,0
6/3/2020,8979,209749,259,6087,3789,104064,158655,4685427,0,0,0,0
6/4/2020,9487,219236,274,6361,4390,108454,150387,4835814,0,0,0,0
6/5/2020,9345,228581,286,6647,4771,113225,152433,4988247,0,0,0,0
6/6/2020,9826,238407,297,6944,5433,118658,161040,5149287,0,0,0,0
6/7/2020,10464,248871,261,7205,5191,123849,161217,5310504,0,0,0,0
6/8/2020,9309,258180,271,7476,5171,129020,152431,5462935,0,0,0,0
6/9/2020,9107,267287,272,7748,5634,134654,160245,5623180,0,0,0,0
6/10/2020,10640,277927,358,8106,6275,140929,153665,5776845,0,0,0,0
6/11/2020,11431,289358,394,8500,6044,146973,169539,5946384,0,0,0,0
6/12/2020,11922,301280,388,8888,7263,154236,161139,6107523,0,0,0,0
6/13/2020,12370,313650,309,9197,8091,162327,163815,6271338,0,0,0,0
6/14/2020,11952,325602,324,9521,7358,169685,168688,6440026,0,0,0,0
6/15/2020,10496,336098,396,9917,10640,180325,158519,6598545,0,0,0,0
6/16/2020,10373,346471,2004,11921,7226,187551,187787,6786332,0,0,0,0
6/17/2020,12519,358990,341,12262,6890,194441,172035,6958367,0,0,0,0
6/18/2020,13399,372389,343,12605,10741,205182,213476,7171843,0,0,0,0
6/19/2020,14516,386905,364,12969,9029,214211,209908,7381751,0,0,0,0
6/20/2020,15580,402485,308,13277,13974,228185,217841,7599592,0,0,0,0
6/21/2020,15289,417774,426,13703,9075,237260,229355,7828947,0,0,0,0
6/22/2020,14855,432629,312,14015,10879,248139,185804,8014751,0,0,0,0
6/23/2020,15473,448102,468,14483,10462,258601,216155,8230906,0,0,0,0
6/24/2020,16742,464844,424,14907,13089,271690,241678,8472584,0,0,0,0
6/25/2020,17853,482697,401,15308,13983,285673,238668,8711252,0,0,0,0
6/26/2020,18625,501322,381,15689,10246,295919,240990,8952242,0,0,0,0
6/27/2020,20242,521564,414,16103,14229,310148,254713,9206955,0,0,0,0
6/28/2020,19794,541358,384,16487,11631,321779,242542,9449497,0,0,0,0
6/29/2020,18893,560251,417,16904,13497,335276,226750,9676247,0,0,0,0
6/30/2020,18536,578787,506,17410,12565,347841,239805,9916052,0,0,0,0
7/1/2020,19519,598306,438,17848,12064,359905,258318,10174370,0,0,0,0
7/2/2020,22030,620336,378,18226,19999,379904,253408,10427778,0,0,0,0
7/3/2020,23519,643855,444,18670,14417,394321,304861,10732639,0,0,0,0
7/4/2020,25050,668905,611,19281,14746,409067,287014,11019653,0,0,0,0
7/5/2020,24312,693217,421,19702,15829,424896,297904,11317557,0,0,0,0
7/6/2020,22216,715433,473,20175,15315,440211,244157,11561714,0,0,0,0
7/7/2020,23027,738460,479,20654,16838,457049,281254,11842968,0,0,0,0
7/8/2020,25577,764037,492,21146,19508,476557,313771,12156739,0,0,0,0
7/9/2020,26423,790460,479,21625,19408,495965,324565,12481304,0,0,0,0
7/10/2020,27973,818433,520,22145,20289,516254,325385,12806689,0,0,0,0
7/11/2020,28499,846932,541,22686,19981,536235,337455,13144144,0,0,0,0
7/12/2020,29498,876430,497,23183,18198,554433,322151,13466295,0,0,0,0
7/13/2020,28844,905274,541,23724,17683,572116,245439,13711734,0,0,0,0
7/14/2020,30096,935370,582,24306,20976,593092,346155,14057889,0,0,0,0
7/15/2020,33262,968632,614,24920,20646,613738,377629,14435518,0,0,0,0
7/16/2020,35707,1004339,680,25600,22867,636605,381173,14816691,0,0,0,0
7/17/2020,35578,1039917,676,26276,17486,654091,398415,15215106,0,0,0,0
7/18/2020,37779,1077696,543,26819,23582,677673,420426,15635532,0,0,0,0
7/19/2020,40398,1118094,675,27494,22730,700403,398527,16034059,0,0,0,0
7/20/2020,36806,1154900,596,28090,24303,724706,375056,16409115,0,0,0,0
7/21/2020,39170,1194070,671,28761,27589,752295,425253,16834368,0,0,0,0
7/22/2020,45601,1239671,1130,29891,31875,784170,455589,17289957,0,0,0,0
7/23/2020,48443,1288114,755,30646,33326,817496,494025,17783982,0,0,0,0
7/24/2020,48888,1337002,763,31409,32514,850010,442779,18226761,0,0,0,0
7/25/2020,50072,1387074,703,32112,37125,887135,513257,18740018,0,0,0,0
7/26/2020,48932,1436006,704,32816,31512,918647,485975,19225993,0,0,0,0
7/27/2020,46484,1482490,642,33458,34354,953001,495370,19721363,0,0,0,0
7/28/2020,49631,1532121,774,34232,35683,988684,535223,20256586,0,0,0,0
7/29/2020,52479,1584600,775,35007,32886,1021570,580991,20837577,0,0,0,0
7/30/2020,54968,1639568,784,35791,37425,1058995,616384,21453961,0,0,0,0
7/31/2020,57486,1697054,765,36556,36554,1095549,630481,22084442,0,0,0,0
8/1/2020,55117,1752171,854,37410,51368,1146917,611980,22696422,0,0,0,0
8/2/2020,52672,1804843,760,38170,40355,1187272,590019,23286441,0,0,0,0
8/3/2020,50491,1855334,806,38976,43070,1230342,526672,23813113,0,0,0,0
8/4/2020,51282,1906616,849,39825,51220,1281562,565171,24378284,0,0,0,0
8/5/2020,56626,1963242,919,40744,45583,1327145,569842,24948126,0,0,0,0
8/6/2020,62170,2025412,899,41643,50141,1377286,717503,25665629,0,0,0,0
8/7/2020,61455,2086867,936,42579,50387,1427673,745609,26411238,0,0,0,0
8/8/2020,65156,2152023,875,43454,52135,1479808,756437,27167675,0,0,0,0
8/9/2020,62117,2214140,1013,44467,54474,1534282,724917,27892592,0,0,0,0
8/10/2020,53016,2267156,887,45354,47362,1581644,625514,28518106,0,0,0,0
8/11/2020,61252,2328408,835,46189,56461,1638105,765210,29283316,0,0,0,0
8/12/2020,67066,2395474,950,47139,57759,1695864,902345,30185661,0,0,0,0
8/13/2020,64141,2459615,1006,48145,54776,1750640,815519,31001180,0,0,0,0
8/14/2020,65610,2525225,989,49134,56920,1807560,874430,31875610,0,0,0,0
8/15/2020,63986,2589211,952,50086,53116,1860676,807546,32683156,0,0,0,0
8/16/2020,58096,2647307,952,51038,57404,1918080,679593,33362749,0,0,0,0
8/17/2020,54298,2701605,880,51918,58172,1976252,721466,34084215,0,0,0,0
8/18/2020,65024,2766629,1099,53017,60455,2036707,868483,34952698,0,0,0,0
8/19/2020,69196,2835825,979,53996,59365,2096072,902596,35855294,0,0,0,0
8/20/2020,68518,2904343,981,54977,61873,2157945,905405,36760699,0,0,0,0
8/21/2020,69029,2973372,953,55930,62858,2220803,954309,37715008,0,0,0,0
8/22/2020,70067,3043439,918,56848,59101,2279904,955953,38670961,0,0,0,0
8/23/2020,61749,3105188,846,57694,56896,2336800,861867,39532828,0,0,0,0
8/24/2020,59696,3164884,854,58548,66305,2403105,784597,40317425,0,0,0,0
8/25/2020,66873,3231757,1066,59614,64151,2467256,914619,41232044,0,0,0,0
8/26/2020,75995,3307752,1017,60631,56191,2523447,1085492,42317536,0,0,0,0
8/27/2020,76827,3384579,1066,61697,59620,2583067,1058956,43376492,0,0,0,0
8/28/2020,76657,3461236,1019,62716,64475,2647542,1039317,44415809,0,0,0,0
8/29/2020,78479,3539715,943,63659,64982,2712524,1063876,45479685,0,0,0,0
8/30/2020,79461,3619176,960,64619,60422,2772946,1026674,46506359,0,0,0,0
8/31/2020,68766,3687942,816,65435,64435,2837381,1016244,47522603,0,0,0,0
9/1/2020,78168,3766110,1027,66462,62147,2899528,1041409,48564012,0,0,0,0
9/2/2020,82865,3848975,1026,67488,67876,2967404,1062303,49626315,0,0,0,0
9/3/2020,84159,3933134,1083,68571,67510,3034914,1125572,50751887,0,0,0,0
9/4/2020,87107,4020241,1066,69637,69604,3104518,1144706,51896593,0,0,0,0
9/5/2020,90606,4110847,1044,70681,73165,3177683,1178450,53075043,0,0,0,0
9/6/2020,91725,4202572,1005,71686,69630,3247313,1156649,54231692,0,0,0,0
9/7/2020,75015,4277587,1129,72815,74116,3321429,957897,55189589,0,0,0,0
9/8/2020,89855,4367442,1107,73922,74608,3396037,1206395,56395984,0,0,0,0
9/9/2020,95536,4462978,1168,75090,73062,3469099,1169963,57565947,0,0,0,0
9/10/2020,96762,4559740,1213,76303,70904,3540003,1141480,58707427,0,0,0,0
9/11/2020,97655,4657395,1202,77505,81456,3621459,1155033,59862460,0,0,0,0
9/12/2020,94414,4751809,1111,78616,77862,3699321,1167543,61030003,0,0,0,0
9/13/2020,93220,4845029,1140,79756,77748,3777069,1116580,62146583,0,0,0,0
9/14/2020,81909,4926938,1054,80810,79208,3856277,967848,63114431,0,0,0,0
9/15/2020,91097,5018035,1281,82091,82854,3939131,1176366,64290797,0,0,0,0
9/16/2020,97860,5115895,1140,83231,82924,4022055,1232555,65523352,0,0,0,0
9/17/2020,96787,5212682,1175,84406,87788,4109843,1201193,66724545,0,0,0,0
9/18/2020,92973,5305655,1221,85627,95515,4205358,1156215,67880760,0,0,0,0
9/19/2020,92574,5398229,1149,86776,94389,4299747,1176058,69056818,0,0,0,0
9/20/2020,87395,5485624,1135,87911,92926,4392673,1231124,70287942,0,0,0,0
9/21/2020,74493,5560117,1056,88967,102075,4494748,990618,71278560,0,0,0,0
9/22/2020,83362,5643479,1085,90052,89657,4584405,1234431,72512991,0,0,0,0
9/23/2020,86703,5730182,1123,91175,87459,4671864,1236478,73749469,0,0,0,0
9/24/2020,85921,5816103,1144,92319,81142,4753006,1215737,74965206,0,0,0,0
9/25/2020,85717,5901820,1093,93412,93331,4846337,1226471,76191677,0,0,0,0
9/26/2020,88759,5990579,1124,94536,92365,4938702,1233715,77425392,0,0,0,0
9/27/2020,82770,6073349,1040,95576,74691,5013393,1246762,78672154,0,0,0,0
9/28/2020,69669,6143018,775,96351,85198,5098591,1169392,79841546,0,0,0,0
9/29/2020,80500,6223518,1178,97529,86150,5184741,1299245,81140791,0,0,0,0
9/30/2020,86748,6310266,1179,98708,85274,5270015,1335072,82475863,0,0,0,0
10/1/2020,81785,6392051,1099,99807,78731,5348746,1207909,83683772,0,0,0,0
10/2/2020,79885,6471936,1068,100875,76340,5425086,1178472,84862244,0,0,0,0
10/3/2020,75479,6547415,937,101812,81655,5506741,1081728,85943972,0,0,0,0
10/4/2020,74770,6622185,903,102715,76715,5583456,1157403,87101375,0,0,0,0
10/5/2020,60130,6682315,886,103601,75857,5659313,955069,88056444,0,0,0,0
10/6/2020,71869,6754184,990,104591,81945,5741258,1146881,89203325,0,0,0,0
10/7/2020,78809,6832993,963,105554,83210,5824468,1190395,90393720,0,0,0,0
10/8/2020,70798,6903791,967,106521,78745,5903213,1196858,91590578,0,0,0,0
10/9/2020,73305,6977096,929,107450,82628,5985841,1215007,92805585,0,0,0,0
10/10/2020,74418,7051514,921,108371,89024,6074865,1219040,94024625,0,0,0,0
10/11/2020,67789,7119303,813,109184,71565,6146430,1107816,95132441,0,0,0,0
10/12/2020,54262,7173565,710,109894,78365,6224795,1031193,96163634,0,0,0,0
10/13/2020,63717,7237282,727,110621,74079,6298874,1198230,97361864,0,0,0,0
10/14/2020,67811,7305093,690,111311,81582,6380456,1260424,98622288,0,0,0,0
10/15/2020,63441,7368534,882,112193,70792,6451248,1139736,99762024,0,0,0,0
10/16/2020,62304,7430838,840,113033,70568,6521816,1172988,100935012,0,0,0,0
10/17/2020,61893,7492731,1032,114065,72583,6594399,1147224,102082236,0,0,0,0
10/18/2020,56519,7549250,582,114647,66418,6660817,1094627,103176863,0,0,0,0
10/19/2020,45506,7594756,589,115236,69800,6730617,960849,104137712,0,0,0,0
10/20/2020,54348,7649104,714,115950,61828,6792445,1128955,105266667,0,0,0,0
10/21/2020,56264,7705368,701,116651,79561,6872006,1232074,106498741,0,0,0,0
10/22/2020,54371,7759739,686,117337,74569,6946575,1183715,107682456,0,0,0,0
10/23/2020,53931,7813670,655,117992,66994,7013569,1196075,108878531,0,0,0,0
10/24/2020,50366,7864036,578,118570,62270,7075839,1151961,110030492,0,0,0,0
10/25/2020,45922,7909958,483,119053,59304,7135143,1004997,111035489,0,0,0,0
10/26/2020,36104,7946062,491,119544,63873,7199016,830796,111866285,0,0,0,0
10/27/2020,43036,7989098,511,120055,58429,7257445,1001592,112867877,0,0,0,0
10/28/2020,50188,8039286,515,120570,56594,7314039,1142135,114010012,0,0,0,0
10/29/2020,48765,8088051,562,121132,57867,7371906,1143595,115153607,0,0,0,0
10/30/2020,48117,8136168,550,121682,59005,7430911,1124887,116278494,0,0,0,0
10/31/2020,47228,8183396,469,122151,58682,7489593,1172488,117450982,0,0,0,0
11/1/2020,45928,8229324,491,122642,53312,7542905,1099882,118550864,0,0,0,0
11/2/2020,37592,8266916,498,123140,58524,7601429,932590,119483454,0,0,0,0
11/3/2020,46027,8312943,510,123650,53328,7654757,1149347,120632801,0,0,0,0
11/4/2020,50465,8363408,707,124357,55873,7710630,1162218,121795019,0,0,0,0
11/5/2020,47628,8411036,672,125029,54133,7764763,1165974,122960993,0,0,0,0
11/6/2020,50359,8461395,577,125606,53992,7818755,1198435,124159428,0,0,0,0
11/7/2020,45811,8507206,557,126163,48536,7867291,1161566,125320994,0,0,0,0
11/8/2020,46707,8553913,490,126653,48465,7915756,1112682,126433676,0,0,0,0
11/9/2020,37119,8591032,450,127103,41449,7957205,946917,127380593,0,0,0,0
11/10/2020,44724,8635756,511,127614,54639,8011844,1125216,128505809,0,0,0,0
11/11/2020,48285,8684041,550,128164,52704,8064548,1164347,129670156,0,0,0,0
11/12/2020,44584,8728625,544,128708,49354,8113902,1159627,130829783,0,0,0,0
11/13/2020,44620,8773245,517,129225,47620,8161522,1154341,131984124,0,0,0,0
11/14/2020,41692,8814937,450,129675,42317,8203839,986482,132970606,0,0,0,0
11/15/2020,30681,8845618,434,130109,44111,8247950,716779,133687385,0,0,0,0
11/16/2020,28609,8874227,451,130560,40392,8288342,680317,134367702,0,0,0,0
11/17/2020,38548,8912775,472,131032,44753,8333095,1016448,135384150,0,0,0,0
11/18/2020,45366,8958141,586,131618,48675,8381770,1048467,136432617,0,0,0,0
11/19/2020,46185,9004326,582,132200,45246,8427016,1158340,137590957,0,0,0,0
11/20/2020,46283,9050609,564,132764,48968,8475984,1154221,138745178,0,0,0,0
11/21/2020,45301,9095910,499,133263,44055,8520039,1168215,139913393,0,0,0,0
11/22/2020,44404,9140314,510,133773,41405,8561444,1145420,141058813,0,0,0,0
11/23/2020,37441,9177755,481,134254,42195,8603639,971565,142030378,0,0,0,0
11/24/2020,44245,9222000,489,134743,37765,8641404,1230000,143260378,0,0,0,0
11/25/2020,44699,9266699,518,135261,36582,8677986,1272795,144533173,0,0,0,0
11/26/2020,43174,9309873,491,135752,39723,8717709,1254361,145787534,0,0,0,0
11/27/2020,41353,9351226,486,136238,41177,8758886,1227955,147015489,0,0,0,0
11/28/2020,41815,9393041,495,136733,42275,8801161,1241278,148256767,0,0,0,0
11/29/2020,39036,9432077,444,137177,45152,8846313,1346443,149603210,0,0,0,0
11/30/2020,31179,9463256,482,137659,42282,8888595,1000101,150603311,0,0,0,0
12/1/2020,36474,9499730,501,138160,43208,8931803,1113389,151716700,0,0,0,0
12/2/2020,35506,9535236,526,138686,40908,8972711,1194025,152910725,0,0,0,0
12/3/2020,36574,9571810,541,139227,42991,9015702,1256503,154167228,0,0,0,0
12/4/2020,36711,9608521,511,139738,42359,9058061,1247914,155415142,0,0,0,0
12/5/2020,36010,9644531,482,140220,41885,9099946,1242975,156658117,0,0,0,0
12/6/2020,33178,9677709,390,140610,39078,9139024,1184231,157842348,0,0,0,0
12/7/2020,26227,9703936,386,140996,39293,9178317,958201,158800549,0,0,0,0
12/8/2020,32083,9736019,402,141398,36583,9214900,1169682,159970231,0,0,0,0
12/9/2020,31637,9767656,413,141811,37693,9252593,1140571,161110802,0,0,0,0
12/10/2020,29411,9797067,411,142222,37707,9290300,1131026,162241828,0,0,0,0
12/11/2020,29961,9827028,442,142664,33492,9323792,1166360,163408188,0,0,0,0
12/12/2020,30354,9857382,391,143055,33087,9356879,1099368,164507556,0,0,0,0
12/13/2020,27336,9884718,338,143393,30640,9387519,1109668,165617224,0,0,0,0
12/14/2020,21941,9906659,354,143747,34421,9421940,932403,166549627,0,0,0,0
12/15/2020,26251,9932910,384,144131,33853,9455793,1118171,167667798,0,0,0,0
12/16/2020,18172,9951082,356,144487,33360,9489153,1168166,168835964,0,0,0,0
12/17/2020,26754,9977836,342,144829,30891,9520044,1182012,170017976,0,0,0,0
12/18/2020,26991,10004827,342,145171,29879,9549923,1161760,171179736,0,0,0,0
12/19/2020,26834,10031661,342,145513,29758,9579681,1157895,172337631,0,0,0,0
12/20/2020,24622,10056283,332,145845,25734,9605415,1089376,173427007,0,0,0,0
12/21/2020,19147,10075430,302,146147,30250,9635665,895298,174322305,0,0,0,0
12/22/2020,23880,10099310,329,146476,27032,9662697,1106287,175428592,0,0,0,0
12/23/2020,24716,10124026,315,146791,29946,9692643,1072567,176501159,0,0,0,0
12/24/2020,23444,10147470,337,147128,24555,9717198,1207671,177708830,0,0,0,0
12/25/2020,22349,10169819,251,147379,22184,9739382,1071998,178780828,0,0,0,0
12/26/2020,18575,10188394,280,147659,21466,9760848,927837,179708665,0,0,0,0
12/27/2020,20333,10208727,281,147940,21097,9781945,983997,180692662,0,0,0,0
12/28/2020,16072,10224799,250,148190,24822,9806767,851186,181543848,0,0,0,0
12/29/2020,20542,10245341,285,148475,26589,9833356,1057321,182601169,0,0,0,0
12/30/2020,21945,10267286,299,148774,26407,9859763,1125360,183726529,0,0,0,0
12/31/2020,19026,10286312,244,149018,21969,9881732,1126325,184852854,0,0,0,0
1/1/2021,20159,10306471,237,149255,23838,9905570,1077555,185930409,0,0,0,0
1/2/2021,18144,10324615,216,149471,20903,9926473,968457,186898866,0,0,0,0
1/3/2021,16678,10341293,215,149686,19658,9946131,953739,187852605,0,0,0,0
1/4/2021,16278,10357571,200,149886,29209,9975340,828120,188680725,0,0,0,0
1/5/2021,17909,10375480,265,150151,21161,9996501,1025005,189705730,0,0,0,0
1/6/2021,20472,10395952,222,150373,19689,10016190,1075934,190781664,0,0,0,0
1/7/2021,18123,10414075,233,150606,20503,10036693,1070440,191852104,0,0,0,0
1/8/2021,18453,10432528,229,150835,19242,10055935,1070602,192922706,0,0,0,0
1/9/2021,18820,10451348,213,151048,19460,10075395,1052651,193975357,0,0,0,0
1/10/2021,16086,10467434,150,151198,16737,10092132,954963,194930320,0,0,0,0
1/11/2021,12481,10479915,166,151364,18578,10110710,813066,195743386,0,0,0,0
1/12/2021,15903,10495818,200,151564,17762,10128472,987420,196730806,0,0,0,0
1/13/2021,17015,10512833,201,151765,17797,10146269,1006351,197737157,0,0,0,0
1/14/2021,15677,10528510,189,151954,15943,10162212,947908,198685065,0,0,0,0
1/15/2021,15155,10543665,176,152130,16809,10179021,854393,199539458,0,0,0,0
1/16/2021,15050,10558715,181,152311,17202,10196223,895861,200435319,191181,191181,0,0
1/17/2021,13962,10572677,145,152456,14513,10210736,864412,201299731,0,191181,0,0
1/18/2021,9987,10582664,137,152593,17127,10227863,707490,202007221,248851,440032,0,0
1/19/2021,13787,10596451,162,152755,17229,10245092,885547,202892768,176368,616400,0,0
1/20/2021,15279,10611730,152,152907,20071,10265163,904429,203797197,163144,779544,0,0
1/21/2021,14495,10626225,161,153068,17734,10282897,920716,204717913,231693,1011237,0,0
1/22/2021,14323,10640548,153,153221,17166,10300063,937872,205655785,342429,1353666,0,0
1/23/2021,14896,10655444,156,153377,16033,10316096,872122,206527907,188391,1542057,0,0
1/24/2021,13232,10668676,131,153508,13148,10329244,792017,207319924,33163,1575220,0,0
1/25/2021,9098,10677774,116,153624,16092,10345336,744875,208064799,404964,1980184,0,0
1/26/2021,12733,10690507,138,153762,13250,10358586,805839,208870638,5621,1985805,0,0
1/27/2021,11556,10702063,123,153885,14261,10372847,662347,209532985,323849,2309654,0,0
1/28/2021,18912,10720975,162,154047,20315,10393162,797497,210330482,569998,2879652,0,0
1/29/2021,13054,10734029,137,154184,14886,10408048,803082,211133564,570297,3449949,0,0
1/30/2021,13073,10747102,128,154312,14077,10422125,868610,212002174,242265,3692214,0,0
1/31/2021,11527,10758629,116,154428,11882,10434007,756658,212758832,14509,3706723,0,0
2/1/2021,8579,10767208,94,154522,13443,10447450,649802,213408634,189414,3896137,0,0
2/2/2021,11001,10778209,113,154635,14250,10461700,738480,214147114,187175,4083312,0,0
2/3/2021,12925,10791134,107,154742,17813,10479513,804507,214951621,309028,4392340,0,0
2/4/2021,12401,10803535,120,154862,15788,10495301,865739,215817360,508699,4901039,0,0
2/5/2021,11711,10815246,95,154957,14512,10509813,848665,216666025,455303,5356342,0,0
2/6/2021,12069,10827315,75,155032,11761,10521574,855154,217521179,356923,5713265,0,0
2/7/2021,11786,10839101,86,155118,11756,10533330,771438,218292617,37040,5750305,0,0
2/8/2021,8715,10847816,78,155196,13600,10546930,637736,218930353,445193,6195498,0,0
2/9/2021,10731,10858547,94,155290,12928,10559858,788003,219718356,348825,6544323,0,0
2/10/2021,12539,10871086,110,155400,11796,10571654,840824,220559180,398425,6942748,0,0
2/11/2021,9353,10880439,85,155485,15722,10587376,835459,221394639,477263,7420011,0,0
2/12/2021,12137,10892576,104,155589,11358,10598734,836613,222231252,448127,7868138,0,0
2/13/2021,12198,10904774,89,155678,11107,10609841,827395,223058647,257035,8125173,23413,23413
2/14/2021,11706,10916480,91,155769,9500,10619341,714049,223772696,19543,8144716,718,24131
2/15/2021,9086,10925566,82,155851,11793,10631134,575995,224348691,283227,8427943,132426,156557
2/16/2021,11592,10937158,99,155950,11836,10642970,706695,225055386,139103,8567046,110252,266809
2/17/2021,12862,10950020,100,156050,12028,10654998,736448,225791834,297354,8864400,85719,352528
2/18/2021,13238,10963258,100,156150,10913,10665911,750837,226542671,485855,9350255,236212,588740
2/19/2021,13916,10977174,100,156250,10215,10676126,784824,227327495,252992,9603247,231457,820197
2/20/2021,13919,10991093,89,156339,11413,10687539,770502,228097997,214727,9817974,108855,929052
2/21/2021,14278,11005371,83,156422,9715,10697254,717136,228815133,21234,9839208,7022,936074
2/22/2021,10494,11015865,76,156498,13233,10710487,614450,229429583,291003,10130211,287090,1223164
2/23/2021,13682,11029547,103,156601,13969,10724456,722200,230151783,219908,10350119,138022,1361186
2/24/2021,16930,11046477,141,156742,12100,10736556,765273,230917056,235340,10585459,216064,1577250
2/25/2021,16599,11063076,119,156861,12222,10748778,808829,231725885,330636,10916095,414820,1992070
2/26/2021,16562,11079638,114,156975,12790,10761568,952603,232678488,290850,11206945,417788,2409858
2/27/2021,16805,11096443,111,157086,11709,10773277,852286,233530774,0,11206945,0,2409858
2/28/2021,15614,11112057,108,157194,11291,10784568,789039,234319813,0,11206945,0,2409858
3/1/2021,12270,11124327,92,157286,12472,10797040,642625,234962438,340817,11547762,138858,2548716
3/2/2021,14998,11139325,98,157384,13113,10810153,806803,235769241,556500,12104262,114707,2663423
3/3/2021,17425,11156750,87,157471,14071,10824224,844292,236613533,745164,12849426,161240,2824663
3/4/2021,16824,11173574,113,157584,13788,10838012,854174,237467707,975440,13824866,330454,3155117
3/5/2021,18324,11191898,109,157693,14186,10852198,869576,238337283,1120595,14945461,290946,3446063
3/6/2021,18724,11210622,100,157793,14379,10866577,844821,239182104,1107008,16052469,251620,3697683
3/7/2021,18650,11229272,97,157890,14303,10880880,821970,240004074,54459,16106928,6777,3704460
3/8/2021,15353,11244625,76,157966,16606,10897486,638790,240642864,1668588,17775516,300416,4004876
3/9/2021,17873,11262498,133,158099,20643,10918129,790892,241433756,1020655,18796171,294778,4299654
3/10/2021,22851,11285349,125,158224,18154,10936283,856652,242290408,1002564,19798735,280664,4580318
3/11/2021,23298,11308647,119,158343,15092,10951375,867141,243157549,380426,20179161,68726,4649044
3/12/2021,24845,11333492,140,158483,19972,10971347,782352,243939901,1625134,21804295,403640,5052684
3/13/2021,25154,11358646,159,158642,16508,10987855,840797,244780698,1213320,23017615,272494,5325178
3/14/2021,26513,11385159,120,158762,17590,11005445,854587,245635285,144209,23161824,24314,5349492
3/15/2021,24437,11409596,130,158892,20186,11025631,744106,246379391,2606578,25768402,391322,5740814
3/16/2021,28869,11438465,187,159079,17746,11043377,882895,247262286,1759123,27527525,311868,6052682
3/17/2021,35838,11474303,171,159250,17793,11061170,984882,248247168,1721933,29249458,313843,6366525
3/18/2021,39687,11513990,156,159406,20356,11081526,1013289,249260457,1810403,31059861,340618,6707143
3/19/2021,40906,11554896,188,159594,23623,11105149,1020495,250280952,2402422,33462283,271533,6978676
3/20/2021,43815,11598711,196,159790,22971,11128120,1063825,251344777,2272624,35734907,221827,7200503
3/21/2021,47009,11645720,213,160003,21205,11149325,1030053,252374830,449115,36184022,13042,7213545
3/22/2021,40636,11686356,197,160200,29779,11179104,903169,253277999,3045521,39229543,325147,7538692
3/23/2021,47239,11733595,277,160477,23913,11203017,1070444,254348443,2085130,41314673,190548,7729240
3/24/2021,53419,11787014,249,160726,26575,11229592,1133186,255481629,2101917,43416590,141265,7870505
3/25/2021,59085,11846099,257,160983,32916,11262508,1152787,256634416,2143410,45560000,161033,8031538
3/26/2021,62276,11908375,292,161275,30341,11292849,1180365,257814781,2413408,47973408,138005,8169543
3/27/2021,62632,11971007,311,161586,28728,11321577,1164262,258979043,2006504,49979912,96882,8266425
3/28/2021,68206,12039213,295,161881,32269,11353846,1145192,260124235,212051,50191963,5022,8271447
3/29/2021,56152,12095365,266,162147,36989,11390835,920392,261044627,550958,50742921,29713,8301160
3/30/2021,53237,12148602,355,162502,41242,11432077,866006,261910633,1776164,52519085,148696,8449856
3/31/2021,72115,12220717,458,162960,40423,11472500,1064764,262975397,1785015,54304100,178890,8628746
4/1/2021,81398,12302115,468,163428,50384,11522884,1225426,264200823,3355767,57659867,233483,8862229
4/2/2021,89023,12391138,713,164141,44179,11567063,1264277,265465100,3931641,61591508,325732,9187961
4/3/2021,92994,12484132,514,164655,60059,11627122,1258065,266723165,2649669,64241177,212703,9400664
4/4/2021,103794,12587926,477,165132,52840,11679962,1323780,268046945,2939067,67180244,183906,9584570
